,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,continent,lifeExp,pop,gdpPercap
2265,1992-10-10,Nigeria,South Africa,4,0,FIFA World Cup qualification,Lagos,Nigeria,False,1992,Africa,47.472,93364244,1619.848217
2266,1992-08-29,Sierra Leone,Algeria,1,0,African Cup of Nations qualification,Freetown,Sierra Leone,False,1992,Africa,38.333,4260884,1068.696278
2267,1992-11-08,Sierra Leone,Senegal,2,0,African Cup of Nations qualification,Freetown,Sierra Leone,False,1992,Africa,38.333,4260884,1068.696278
2268,1992-08-30,Guinea,Burundi,2,2,African Cup of Nations qualification,Conakry,Guinea,False,1992,Africa,48.576,6990574,794.3484384
2269,1992-12-16,Guinea,Sierra Leone,0,0,Friendly,Conakry,Guinea,False,1992,Africa,48.576,6990574,794.3484384
2270,1992-12-20,Guinea,Kenya,4,0,FIFA World Cup qualification,Conakry,Guinea,False,1992,Africa,48.576,6990574,794.3484384
2271,1992-08-30,Mauritius,Zimbabwe,0,1,African Cup of Nations qualification,Curepipe,Mauritius,False,1992,Africa,69.745,1096202,6058.253846
2272,1992-08-30,Niger,Gabon,1,3,African Cup of Nations qualification,Niamey,Niger,False,1992,Africa,47.391,8392818,581.182725
2273,1992-10-18,Niger,Mali,0,2,Friendly,Niamey,Niger,False,1992,Africa,47.391,8392818,581.182725
2274,1992-10-25,Niger,Ivory Coast,0,0,FIFA World Cup qualification,Niamey,Niger,False,1992,Africa,47.391,8392818,581.182725
2275,1992-11-15,Niger,Mali,0,1,Friendly,Niamey,Niger,False,1992,Africa,47.391,8392818,581.182725
2276,1992-12-13,Niger,Ghana,0,1,Friendly,Niamey,Niger,False,1992,Africa,47.391,8392818,581.182725
2277,1992-09-08,Egypt,Jordan,1,1,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2278,1992-09-09,Syria,Saudi Arabia,1,1,Arab Cup,Aleppo,Syria,False,1992,Asia,69.249,13219062,3340.542768
2279,1992-09-10,Kuwait,Jordan,4,1,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2280,1992-09-11,Syria,Palestine,0,0,Arab Cup,Aleppo,Syria,False,1992,Asia,69.249,13219062,3340.542768
2281,1992-09-12,Egypt,Kuwait,1,0,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2282,1992-09-13,Saudi Arabia,Palestine,2,1,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2283,1992-09-15,Syria,Egypt,0,0,Arab Cup,Aleppo,Syria,False,1992,Asia,69.249,13219062,3340.542768
2284,1992-09-15,Saudi Arabia,Kuwait,2,0,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2285,1992-09-17,Syria,Kuwait,1,2,Arab Cup,Aleppo,Syria,False,1992,Asia,69.249,13219062,3340.542768
2286,1992-09-17,Egypt,Saudi Arabia,3,2,Arab Cup,Aleppo,Syria,True,1992,Asia,69.249,13219062,3340.542768
2287,1992-10-02,Iran,Cameroon,1,1,Friendly,Tehran,Iran,False,1992,Asia,65.742,60397973,7235.653188
2288,1992-10-04,Iran,Cameroon,0,0,Friendly,Tehran,Iran,False,1992,Asia,65.742,60397973,7235.653188
2289,1992-10-06,Saudi Arabia,Cameroon,2,1,Friendly,Riyadh,Saudi Arabia,False,1992,Asia,68.768,16945857,24841.61777
2290,1992-10-15,Saudi Arabia,United States,3,0,Confederations Cup,Riyadh,Saudi Arabia,False,1992,Asia,68.768,16945857,24841.61777
2291,1992-10-16,Argentina,Ivory Coast,4,0,Confederations Cup,Riyadh,Saudi Arabia,True,1992,Asia,68.768,16945857,24841.61777
2292,1992-10-19,United States,Ivory Coast,5,2,Confederations Cup,Riyadh,Saudi Arabia,True,1992,Asia,68.768,16945857,24841.61777
2293,1992-10-20,Saudi Arabia,Argentina,1,3,Confederations Cup,Riyadh,Saudi Arabia,False,1992,Asia,68.768,16945857,24841.61777
2294,1992-10-11,Madagascar,Namibia,3,0,FIFA World Cup qualification,Antananarivo,Madagascar,False,1992,Africa,52.214,12210395,1040.67619
2295,1992-12-20,Madagascar,Zambia,2,0,FIFA World Cup qualification,Antananarivo,Madagascar,False,1992,Africa,52.214,12210395,1040.67619
2296,1992-10-22,Croatia,Mexico,3,0,Friendly,Zagreb,Croatia,False,1992,Europe,72.527,4494013,8447.794873
2297,1992-10-25,Namibia,Zambia,0,4,FIFA World Cup qualification,Windhoek,Namibia,False,1992,Africa,61.999,1554253,3804.537999
2298,1992-10-25,Tanzania,Madagascar,0,0,FIFA World Cup qualification,Zanzibar,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2299,1992-11-15,Ethiopia,Zanzibar,3,0,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2300,1992-11-15,Kenya,Uganda,1,1,CECAFA Cup,Arusha,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2301,1992-11-16,Tanzania,Malawi,1,1,CECAFA Cup,Mwanza,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2302,1992-11-17,Ethiopia,Zambia,2,3,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2303,1992-11-18,Kenya,Seychelles,2,1,CECAFA Cup,Arusha,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2304,1992-11-18,Tanzania,Zanzibar,0,1,CECAFA Cup,Mwanza,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2305,1992-11-19,Malawi,Zambia,1,0,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2306,1992-11-20,Tanzania,Ethiopia,2,1,CECAFA Cup,Mwanza,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2307,1992-11-21,Seychelles,Uganda,2,5,CECAFA Cup,Arusha,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2308,1992-11-21,Zambia,Zanzibar,8,0,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2309,1992-11-22,Ethiopia,Malawi,1,2,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2310,1992-11-23,Tanzania,Zambia,1,2,CECAFA Cup,Mwanza,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2311,1992-11-24,Malawi,Zanzibar,3,1,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2312,1992-11-25,Uganda,Zambia,0,0,Friendly,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2313,1992-11-28,Malawi,Zambia,0,4,CECAFA Cup,Mwanza,Tanzania,True,1992,Africa,50.44,26605473,825.682454
2314,1992-12-19,Tanzania,Namibia,2,0,FIFA World Cup qualification,Mwanza,Tanzania,False,1992,Africa,50.44,26605473,825.682454
2315,1992-12-20,Ghana,Algeria,2,0,FIFA World Cup qualification,Accra,Ghana,False,1992,Africa,57.501,16278738,925.060154
2316,1992-12-26,Burkina Faso,Mali,3,1,Friendly,Ouagadougou,Burkina Faso,False,1992,Africa,50.26,8878303,931.7527731
2317,1997-01-04,Chile,Armenia,7,0,Friendly,Viña del Mar,Chile,False,1997,Americas,75.816,14599929,10118.05318
2318,1997-01-26,Chile,Honduras,3,2,Friendly,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2319,1997-04-29,Chile,Venezuela,6,0,FIFA World Cup qualification,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2320,1997-07-05,Chile,Colombia,4,1,FIFA World Cup qualification,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2321,1997-07-20,Chile,Paraguay,2,1,FIFA World Cup qualification,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2322,1997-09-10,Chile,Argentina,1,2,FIFA World Cup qualification,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2323,1997-11-07,Chile,Guatemala,4,1,Friendly,Antofagasta,Chile,False,1997,Americas,75.816,14599929,10118.05318
2324,1997-11-16,Chile,Bolivia,3,0,FIFA World Cup qualification,Santiago,Chile,False,1997,Americas,75.816,14599929,10118.05318
2325,1997-01-04,Tunisia,Algeria,0,0,Friendly,Sfax,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2326,1997-01-12,Tunisia,Egypt,1,0,FIFA World Cup qualification,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2327,1997-04-27,Tunisia,Liberia,2,0,FIFA World Cup qualification,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2328,1997-05-31,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2329,1997-07-05,Tunisia,Mali,1,0,Friendly,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2330,1997-07-13,Tunisia,Guinea,1,0,African Cup of Nations qualification,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2331,1997-08-07,Cameroon,Nigeria,0,1,Friendly,Tunis,Tunisia,True,1997,Africa,71.973,9231669,4876.798614
2332,1997-08-07,Tunisia,Zambia,3,1,Friendly,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2333,1997-08-09,Cameroon,Zambia,3,3,Friendly,Tunis,Tunisia,True,1997,Africa,71.973,9231669,4876.798614
2334,1997-08-09,Tunisia,Nigeria,2,0,Friendly,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2335,1997-08-17,Tunisia,Namibia,4,0,FIFA World Cup qualification,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2336,1997-11-05,Tunisia,Bosnia and Herzegovina,2,1,Friendly,Tunis,Tunisia,False,1997,Africa,71.973,9231669,4876.798614
2337,1997-01-05,Egypt,Belarus,2,0,Friendly,Alexandria,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2338,1997-06-08,Egypt,Tunisia,0,0,FIFA World Cup qualification,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2339,1997-07-13,Egypt,Senegal,2,0,African Cup of Nations qualification,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2340,1997-07-27,Egypt,Ethiopia,8,1,African Cup of Nations qualification,Alexandria,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2341,1997-08-17,Egypt,Liberia,5,0,FIFA World Cup qualification,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2342,1997-12-03,Egypt,Ghana,3,2,Friendly,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2343,1997-12-18,Egypt,Togo,7,2,Friendly,Aswan,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2344,1997-12-20,Egypt,Algeria,1,2,Friendly,Aswan,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2345,1997-12-22,Algeria,Togo,0,1,Friendly,Cairo,Egypt,True,1997,Africa,67.217,66134291,4173.181797
2346,1997-12-22,Egypt,Cameroon,2,0,Friendly,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2347,1997-12-24,Cameroon,Togo,3,1,Friendly,Cairo,Egypt,True,1997,Africa,67.217,66134291,4173.181797
2348,1997-12-24,Egypt,Algeria,1,2,Friendly,Cairo,Egypt,False,1997,Africa,67.217,66134291,4173.181797
2349,1997-01-06,Paraguay,Armenia,2,0,Friendly,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2350,1997-02-12,Paraguay,Peru,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2351,1997-04-02,Paraguay,Colombia,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2352,1997-04-30,Paraguay,Uruguay,3,1,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2353,1997-07-06,Paraguay,Argentina,1,2,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2354,1997-09-10,Paraguay,Bolivia,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2355,1997-10-12,Paraguay,Venezuela,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,1997,Americas,69.4,5154123,4247.400261
2356,1997-01-06,Togo,Ghana,4,0,Friendly,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2357,1997-02-23,Togo,DR Congo,1,1,African Cup of Nations qualification,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2358,1997-04-27,DR Congo,South Africa,1,2,FIFA World Cup qualification,Lomé,Togo,True,1997,Africa,58.39,4320890,982.2869243
2359,1997-06-04,Togo,Burkina Faso,0,0,Friendly,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2360,1997-06-08,Togo,Zimbabwe,2,1,FIFA World Cup qualification,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2361,1997-07-13,Togo,Liberia,4,0,African Cup of Nations qualification,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2362,1997-08-17,Togo,Angola,1,1,FIFA World Cup qualification,Lomé,Togo,False,1997,Africa,58.39,4320890,982.2869243
2363,1997-01-11,Namibia,Liberia,0,0,FIFA World Cup qualification,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2364,1997-03-16,Namibia,Zimbabwe,2,1,COSAFA Cup qualification,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2365,1997-04-06,Namibia,Tunisia,1,2,FIFA World Cup qualification,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2366,1997-04-26,Namibia,Egypt,2,3,FIFA World Cup qualification,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2367,1997-06-28,Namibia,Malawi,4,1,COSAFA Cup,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2368,1997-08-31,Namibia,Zambia,1,1,COSAFA Cup,Windhoek,Namibia,False,1997,Africa,58.909,1774766,3899.52426
2369,1997-01-11,Sierra Leone,Gabon,1,0,FIFA World Cup qualification,Freetown,Sierra Leone,False,1997,Africa,39.897,4578212,574.6481576
2370,1997-03-29,Sierra Leone,Senegal,2,1,Friendly,Freetown,Sierra Leone,False,1997,Africa,39.897,4578212,574.6481576
2371,1997-04-05,Sierra Leone,Ghana,1,1,FIFA World Cup qualification,Freetown,Sierra Leone,False,1997,Africa,39.897,4578212,574.6481576
2372,1997-04-26,Sierra Leone,Morocco,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,False,1997,Africa,39.897,4578212,574.6481576
2373,1997-01-11,Zambia,South Africa,0,0,FIFA World Cup qualification,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2374,1997-04-19,Zambia,Malawi,4,0,COSAFA Cup,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2375,1997-04-27,Zambia,Congo,3,0,FIFA World Cup qualification,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2376,1997-06-01,Zambia,Cameroon,3,0,Friendly,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2377,1997-07-27,Zambia,Mauritius,1,0,African Cup of Nations qualification,Chililabombwe,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2378,1997-08-02,Zambia,Mozambique,2,1,COSAFA Cup,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2379,1997-08-16,Zambia,DR Congo,2,0,FIFA World Cup qualification,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2380,1997-12-17,Zambia,Nigeria,0,0,Friendly,Lusaka,Zambia,False,1997,Africa,40.238,9417789,1071.353818
2381,1997-01-12,Bolivia,Ecuador,2,0,FIFA World Cup qualification,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2382,1997-02-02,Bolivia,Slovakia,0,1,Friendly,Cochabamba,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2383,1997-02-12,Bolivia,Chile,1,1,FIFA World Cup qualification,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2384,1997-03-23,Bolivia,Jamaica,6,0,Friendly,Oruro,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2385,1997-04-02,Bolivia,Argentina,2,1,FIFA World Cup qualification,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2386,1997-06-11,Argentina,Ecuador,0,0,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2387,1997-06-11,Chile,Paraguay,0,1,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2388,1997-06-12,Bolivia,Venezuela,1,0,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2389,1997-06-12,Peru,Uruguay,1,0,Copa América,Sucre,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2390,1997-06-13,Brazil,Costa Rica,5,0,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2391,1997-06-13,Mexico,Colombia,2,1,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2392,1997-06-14,Argentina,Chile,2,0,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2393,1997-06-14,Paraguay,Ecuador,0,2,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2394,1997-06-15,Bolivia,Peru,2,0,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2395,1997-06-15,Uruguay,Venezuela,2,0,Copa América,Sucre,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2396,1997-06-16,Brazil,Mexico,3,2,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2397,1997-06-16,Colombia,Costa Rica,4,1,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2398,1997-06-17,Argentina,Paraguay,1,1,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2399,1997-06-17,Chile,Ecuador,1,2,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2400,1997-06-18,Bolivia,Uruguay,1,0,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2401,1997-06-18,Peru,Venezuela,2,0,Copa América,Sucre,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2402,1997-06-19,Brazil,Colombia,2,0,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2403,1997-06-19,Mexico,Costa Rica,1,1,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2404,1997-06-21,Bolivia,Colombia,2,1,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2405,1997-06-21,Peru,Argentina,2,1,Copa América,Sucre,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2406,1997-06-22,Brazil,Paraguay,2,0,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2407,1997-06-22,Ecuador,Mexico,1,1,Copa América,Cochabamba,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2408,1997-06-25,Bolivia,Mexico,3,1,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2409,1997-06-26,Brazil,Peru,7,0,Copa América,Santa Cruz,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2410,1997-06-28,Mexico,Peru,1,0,Copa América,Oruro,Bolivia,True,1997,Americas,62.05,7693188,3326.143191
2411,1997-06-29,Bolivia,Brazil,1,3,Copa América,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2412,1997-07-20,Bolivia,Uruguay,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,1997,Americas,62.05,7693188,3326.143191
2413,1997-01-12,Burkina Faso,Guinea,0,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,1997,Africa,50.324,10352843,946.2949618
2414,1997-04-27,Burkina Faso,Nigeria,1,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,1997,Africa,50.324,10352843,946.2949618
2415,1997-05-31,Burkina Faso,Mali,2,0,Friendly,Bobo Dioulasso,Burkina Faso,False,1997,Africa,50.324,10352843,946.2949618
2416,1997-08-16,Burkina Faso,Kenya,2,4,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,1997,Africa,50.324,10352843,946.2949618
2417,1997-12-27,Burkina Faso,Ivory Coast,2,0,Friendly,Ouagadougou,Burkina Faso,False,1997,Africa,50.324,10352843,946.2949618
2418,1997-01-12,Cameroon,Angola,0,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2419,1997-01-26,Cameroon,Namibia,4,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2420,1997-04-06,Cameroon,Zimbabwe,1,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2421,1997-04-20,Cameroon,Congo,2,0,Friendly,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2422,1997-04-27,Cameroon,Togo,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2423,1997-06-22,Cameroon,Gabon,2,2,African Cup of Nations qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2424,1997-07-27,Cameroon,Kenya,1,1,African Cup of Nations qualification,Yaoundé,Cameroon,False,1997,Africa,52.199,14195809,1694.337469
2425,1997-01-12,Ghana,Morocco,2,2,FIFA World Cup qualification,Kumasi,Ghana,False,1997,Africa,58.556,18418288,1005.245812
2426,1997-01-26,Liberia,Togo,1,2,African Cup of Nations qualification,Accra,Ghana,True,1997,Africa,58.556,18418288,1005.245812
2427,1997-04-06,Liberia,Egypt,1,0,FIFA World Cup qualification,Accra,Ghana,True,1997,Africa,58.556,18418288,1005.245812
2428,1997-04-27,Ghana,Gabon,3,0,FIFA World Cup qualification,Accra,Ghana,False,1997,Africa,58.556,18418288,1005.245812
2429,1997-07-13,Ghana,Zimbabwe,2,1,African Cup of Nations qualification,Accra,Ghana,False,1997,Africa,58.556,18418288,1005.245812
2430,1997-08-17,Ghana,Sierra Leone,0,2,FIFA World Cup qualification,Obuasi,Ghana,False,1997,Africa,58.556,18418288,1005.245812
2431,1997-01-12,Kenya,Nigeria,1,1,FIFA World Cup qualification,Nairobi,Kenya,False,1997,Africa,54.407,28263827,1360.485021
2432,1997-04-06,Kenya,Burkina Faso,4,3,FIFA World Cup qualification,Nairobi,Kenya,False,1997,Africa,54.407,28263827,1360.485021
2433,1997-04-27,Kenya,Guinea,1,0,FIFA World Cup qualification,Nairobi,Kenya,False,1997,Africa,54.407,28263827,1360.485021
2434,1997-01-12,Lebanon,Algeria,2,2,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2435,1997-01-26,Lebanon,Estonia,2,0,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2436,1997-02-02,Lebanon,Jordan,1,0,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2437,1997-02-09,Lebanon,Jordan,0,0,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2438,1997-04-13,Lebanon,Singapore,1,1,FIFA World Cup qualification,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2439,1997-04-27,Lebanon,Libya,2,0,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2440,1997-06-22,Lebanon,Kuwait,1,3,FIFA World Cup qualification,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2441,1997-08-21,Lebanon,Iraq,0,2,Friendly,Beirut,Lebanon,False,1997,Asia,70.265,3430388,8754.96385
2442,1997-01-12,Peru,Chile,2,1,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2443,1997-04-02,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2444,1997-07-06,Peru,Bolivia,2,1,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2445,1997-08-24,Peru,Colombia,2,1,Friendly,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2446,1997-09-10,Peru,Uruguay,2,1,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2447,1997-10-12,Peru,Chile,0,4,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2448,1997-11-16,Peru,Paraguay,1,0,FIFA World Cup qualification,Lima,Peru,False,1997,Americas,68.386,24748122,5838.347657
2449,1997-01-12,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1997,Americas,74.223,3262838,9230.240708
2450,1997-04-02,Uruguay,Venezuela,3,1,FIFA World Cup qualification,Montevideo,Uruguay,False,1997,Americas,74.223,3262838,9230.240708
2451,1997-06-08,Uruguay,Colombia,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,1997,Americas,74.223,3262838,9230.240708
2452,1997-08-20,Uruguay,Chile,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1997,Americas,74.223,3262838,9230.240708
2453,1997-11-16,Uruguay,Ecuador,5,3,FIFA World Cup qualification,Maldonado,Uruguay,False,1997,Americas,74.223,3262838,9230.240708
2454,1997-01-12,Venezuela,Paraguay,0,2,FIFA World Cup qualification,Mérida,Venezuela,False,1997,Americas,72.146,22374398,10165.49518
2455,1997-06-08,Venezuela,Bolivia,1,1,FIFA World Cup qualification,Valera,Venezuela,False,1997,Americas,72.146,22374398,10165.49518
2456,1997-07-06,Venezuela,Ecuador,1,1,FIFA World Cup qualification,Maracaibo,Venezuela,False,1997,Americas,72.146,22374398,10165.49518
2457,1997-08-20,Venezuela,Peru,0,3,FIFA World Cup qualification,Barinas,Venezuela,False,1997,Americas,72.146,22374398,10165.49518
2458,1997-01-12,Zimbabwe,Togo,3,0,FIFA World Cup qualification,Harare,Zimbabwe,False,1997,Africa,46.809,11404948,792.4499603
2459,1997-01-26,Zimbabwe,Ghana,0,0,African Cup of Nations qualification,Harare,Zimbabwe,False,1997,Africa,46.809,11404948,792.4499603
2460,1997-02-23,Zimbabwe,Angola,1,0,African Cup of Nations qualification,Harare,Zimbabwe,False,1997,Africa,46.809,11404948,792.4499603
2461,1997-04-09,DR Congo,Zambia,2,2,FIFA World Cup qualification,Harare,Zimbabwe,True,1997,Africa,46.809,11404948,792.4499603
2462,1997-04-27,Zimbabwe,Angola,0,0,FIFA World Cup qualification,Harare,Zimbabwe,False,1997,Africa,46.809,11404948,792.4499603
2463,1997-08-17,Zimbabwe,Cameroon,1,2,FIFA World Cup qualification,Harare,Zimbabwe,False,1997,Africa,46.809,11404948,792.4499603
2464,1997-01-17,United States,Peru,0,1,USA Cup,San Diego,United States,False,1997,Americas,76.81,272911760,35767.43303
2465,1997-01-19,United States,Mexico,0,2,USA Cup,Pasadena,United States,False,1997,Americas,76.81,272911760,35767.43303
2466,1997-01-22,Mexico,Peru,0,0,USA Cup,Pasadena,United States,True,1997,Americas,76.81,272911760,35767.43303
2467,1997-03-16,United States,Canada,3,0,FIFA World Cup qualification,Palo Alto,United States,False,1997,Americas,76.81,272911760,35767.43303
2468,1997-04-13,El Salvador,Guatemala,1,1,Friendly,Washington,United States,True,1997,Americas,76.81,272911760,35767.43303
2469,1997-04-20,United States,Mexico,2,2,FIFA World Cup qualification,Foxborough,United States,False,1997,Americas,76.81,272911760,35767.43303
